user_id,item_id,score,timestamp
1,1835,1,2020-05-25 20:28:43
1,1836,1,2020-05-25 20:35:09
1,1837,1,2020-05-25 20:42:00
1,1838,1,2020-05-27 20:54:39
1,1839,0,2020-05-27 20:55:05
1,1840,1,2020-05-27 20:56:48
1,1841,1,2020-05-27 20:57:36
1,1842,0,2020-05-27 20:58:13
1,1843,1,2020-05-27 21:01:49
1,1844,1,2020-05-27 21:06:14
1,1845,1,2020-05-29 21:29:46
1,1846,0,2020-05-29 21:30:05
1,1847,0,2020-05-29 21:30:38
1,1848,1,2020-06-02 22:17:25
1,1849,0,2020-06-04 23:07:10
1,1850,1,2020-06-10 23:24:43
1,1851,0,2020-06-16 22:14:59
1,1852,1,2020-06-16 22:25:17
1,1853,1,2020-06-16 22:35:09
2,1310,0,2020-05-24 15:08:53
2,1311,1,2020-05-24 15:09:33
2,1308,0,2020-05-24 15:09:56
2,1309,1,2020-05-24 15:10:23
2,1312,1,2020-06-05 16:29:59
2,1313,0,2020-06-05 16:30:32
2,2110,1,2020-06-05 16:31:35
2,2111,1,2020-06-05 16:31:43
2,2112,0,2020-06-05 16:31:58
2,2113,1,2020-06-05 16:32:04
2,2114,1,2020-06-05 16:32:35
2,2115,0,2020-06-05 16:32:42
2,2116,1,2020-06-05 16:32:55
2,2117,0,2020-06-05 16:33:13
2,2118,0,2020-06-05 16:34:16
2,2119,0,2020-06-05 16:34:24
2,2120,0,2020-06-05 16:34:42
2,2121,0,2020-06-05 16:34:58
2,2122,0,2020-06-05 16:35:24
2,2123,1,2020-06-05 16:35:30
2,2124,0,2020-06-05 16:35:36
3,1856,1,2020-05-06 16:15:55
4,1859,1,2020-05-05 19:15:36
4,1860,1,2020-05-05 19:15:59
4,1861,0,2020-05-05 19:16:32
4,1862,1,2020-05-05 19:16:58
4,1863,0,2020-05-05 19:17:18
4,1864,1,2020-05-05 19:17:28
4,1865,1,2020-05-05 19:18:15
4,1866,1,2020-05-05 19:18:46
5,930,1,2020-06-27 22:47:20
5,929,1,2020-06-27 22:48:18
5,928,1,2020-06-27 22:48:34
5,927,0,2020-06-27 22:51:20
5,926,1,2020-06-27 22:52:46
5,984,1,2020-06-28 22:57:36
5,983,1,2020-06-28 22:57:44
5,982,1,2020-06-28 23:58:31
5,981,1,2020-06-28 23:58:35
5,980,1,2020-06-28 23:58:52
5,979,1,2020-06-28 23:59:07
5,978,0,2020-06-28 23:59:24
5,977,1,2020-06-28 23:59:40
5,976,1,2020-06-28 23:59:52
5,975,1,2020-06-29 00:00:23
5,974,1,2020-06-29 00:00:42
5,939,1,2020-07-01 14:56:43
5,938,0,2020-07-01 14:56:55
5,937,1,2020-07-01 14:57:34
5,936,0,2020-07-01 14:57:49
5,935,1,2020-07-01 14:58:15
5,934,1,2020-07-01 14:58:25
5,933,1,2020-07-01 14:58:34
5,932,0,2020-07-01 14:58:48
5,931,1,2020-07-01 14:59:11
5,948,1,2020-07-01 18:45:24
5,947,0,2020-07-01 18:45:42
5,946,1,2020-07-01 18:46:12
