item_id,knowledge_code
1,[40]
2,[50]
3,[32]
4,"[32, 40, 50]"
5,[40]
6,[50]
7,[32]
8,"[32, 40, 45, 50]"
9,[45]
10,[45]
11,[45]
12,[45]
13,[49]
14,[49]
15,[49]
16,[45]
17,[49]
18,[49]
19,[49]
20,[49]
21,[49]
22,[49]
23,[49]
24,[49]
25,[49]
26,[49]
27,[49]
28,[49]
29,[49]
30,[49]
31,[40]
32,[31]
33,"[31, 40, 45, 49]"
34,[39]
35,[39]
36,[77]
37,[76]
38,[77]
39,[77]
40,[76]
41,[76]
42,[76]
43,[77]
44,[76]
45,[76]
46,[77]
47,[77]
48,[76]
49,[75]
50,[77]
51,[75]
52,[75]
53,[75]
54,[75]
55,[77]
56,[76]
57,[76]
58,[77]
59,[77]
60,[76]
61,[76]
62,[76]
63,[76]
64,[83]
65,[21]
66,[83]
67,"[8, 45]"
68,"[8, 45]"
69,"[8, 45]"
70,"[8, 45]"
71,"[8, 45]"
72,"[8, 45]"
73,"[8, 45]"
74,"[8, 45]"
75,"[8, 45]"
76,"[8, 45]"
77,"[8, 45]"
78,"[8, 45]"
79,"[8, 45]"
80,"[8, 45]"
81,"[8, 45]"
82,"[8, 45]"
83,"[8, 45]"
84,"[8, 45]"
85,"[8, 45]"
86,"[8, 45]"
87,"[8, 45]"
88,"[8, 45]"
89,"[8, 45]"
90,"[8, 45]"
91,"[8, 45]"
92,"[8, 45]"
93,"[8, 45]"
94,"[8, 45]"
95,"[8, 45]"
96,"[8, 45]"
97,"[8, 45]"
98,"[8, 45]"
99,"[8, 45]"
100,"[8, 45]"
101,"[8, 45]"
102,"[8, 45]"
103,"[8, 45]"
104,"[8, 45]"
105,"[8, 45]"
106,"[8, 45]"
107,"[8, 45]"
108,"[8, 45]"
109,"[8, 45]"
110,"[8, 45]"
111,"[8, 45]"
112,"[8, 45]"
113,"[8, 45]"
114,"[8, 45]"
115,"[8, 45]"
116,"[8, 45]"
117,"[8, 45]"
118,"[8, 45]"
119,"[8, 45]"
120,"[8, 45]"
121,"[8, 45]"
122,"[8, 45]"
123,"[8, 45]"
124,"[8, 45]"
125,"[8, 45]"
126,"[8, 45]"
127,"[2, 45]"
128,"[2, 45]"
129,"[2, 45]"
130,"[2, 45]"
131,"[2, 45]"
132,"[2, 45]"
133,"[2, 45]"
134,"[2, 45]"
135,"[2, 45]"
136,"[2, 45]"
137,"[2, 45]"
138,"[2, 45]"
139,"[2, 45]"
140,"[2, 45]"
141,"[2, 45]"
142,"[2, 45]"
143,"[2, 45]"
144,"[2, 45]"
145,"[2, 45]"
146,"[2, 45]"
147,"[2, 45]"
148,"[2, 45]"
149,"[2, 45]"
150,"[2, 45]"
151,"[2, 45]"
152,"[2, 45]"
153,"[2, 45]"
154,"[2, 45]"
155,"[2, 45]"
156,"[2, 45]"
157,"[2, 45]"
158,"[2, 45]"
159,"[2, 45]"
160,"[2, 45]"
161,"[2, 45]"
162,"[2, 45]"
163,"[2, 45]"
164,"[2, 45]"
165,"[2, 45]"
166,"[2, 45]"
167,"[2, 45]"
168,"[2, 45]"
169,"[2, 45]"
170,"[2, 45]"
171,"[2, 45]"
172,"[2, 45]"
173,"[2, 45]"
174,"[2, 45]"
175,"[2, 45]"
176,"[2, 45]"
177,"[2, 45]"
178,"[2, 45]"
179,"[2, 45]"
180,"[2, 45]"
181,"[2, 45]"
182,"[2, 45]"
183,"[2, 45]"
184,"[2, 45]"
185,"[2, 45]"
186,"[2, 45]"
187,"[7, 66]"
188,"[7, 66]"
189,"[7, 66]"
190,"[7, 66]"
191,"[7, 66]"
192,"[7, 66]"
193,"[7, 66]"
194,"[7, 66]"
195,"[7, 66]"
196,"[7, 66]"
197,"[7, 66]"
198,"[7, 66]"
199,"[7, 66]"
200,"[7, 66]"
201,"[7, 66]"
202,"[7, 66]"
203,"[7, 66]"
204,"[7, 66]"
205,"[7, 66]"
206,"[7, 66]"
207,"[7, 66]"
208,"[7, 66]"
209,"[7, 66]"
210,"[7, 66]"
211,"[7, 66]"
212,"[7, 66]"
213,"[7, 66]"
214,"[7, 66]"
215,"[7, 41]"
216,"[7, 41]"
217,"[7, 41]"
218,"[7, 41]"
219,"[7, 41]"
220,"[7, 41]"
221,[48]
222,"[7, 41]"
223,"[7, 41]"
224,"[7, 41]"
225,"[7, 41]"
226,"[7, 41]"
227,"[7, 41]"
228,"[7, 41]"
229,"[7, 41]"
230,"[7, 41]"
231,"[7, 41]"
232,"[7, 41]"
233,"[7, 41]"
234,"[7, 41]"
235,"[7, 41]"
236,"[7, 41]"
237,"[7, 41]"
238,"[7, 41]"
239,"[7, 41]"
240,"[7, 41]"
241,"[7, 41]"
242,"[7, 41]"
243,"[7, 41]"
244,"[7, 41]"
245,"[46, 59]"
246,"[46, 59]"
247,"[46, 59]"
248,"[46, 59]"
249,"[46, 59]"
250,"[46, 59]"
251,"[46, 59]"
252,"[46, 59]"
253,"[46, 59]"
254,"[46, 59]"
255,"[46, 59]"
256,"[46, 59]"
257,"[46, 59]"
258,"[46, 59]"
259,"[46, 59]"
260,"[46, 59]"
261,"[46, 59]"
262,"[46, 59]"
263,"[46, 59]"
264,"[46, 59]"
265,"[46, 59]"
266,"[46, 59]"
267,"[46, 59]"
268,"[46, 59]"
269,"[46, 59]"
270,"[46, 59]"
271,"[46, 59]"
272,"[46, 59]"
273,"[46, 59]"
274,"[46, 59]"
275,"[46, 59]"
276,"[46, 59]"
277,"[46, 59]"
278,"[46, 59]"
279,"[46, 59]"
280,"[46, 59]"
281,"[46, 59]"
282,"[46, 59]"
283,"[46, 59]"
284,"[46, 59]"
285,"[46, 59]"
286,"[46, 59]"
287,"[46, 59]"
288,"[46, 59]"
289,"[46, 59]"
290,"[46, 59]"
291,"[46, 59]"
292,"[46, 59]"
293,"[46, 59]"
294,"[46, 59]"
295,"[46, 59]"
296,"[46, 59]"
297,"[46, 59]"
298,"[46, 59]"
299,"[46, 59]"
300,"[46, 59]"
301,"[46, 59]"
302,"[46, 59]"
303,"[46, 59]"
304,"[46, 59]"
305,"[46, 59]"
306,"[46, 59]"
307,"[46, 59]"
308,"[46, 59]"
309,"[46, 59]"
310,"[46, 59]"
311,"[46, 59]"
312,"[46, 59]"
313,"[46, 59]"
314,"[46, 59]"
315,"[46, 59]"
316,"[46, 59]"
317,"[46, 59]"
318,"[46, 59]"
319,"[46, 59]"
320,"[46, 59]"
321,"[46, 59]"
322,"[7, 38]"
323,"[7, 38]"
324,"[7, 38]"
325,"[7, 38]"
326,"[7, 38]"
327,"[7, 38]"
328,"[7, 38]"
329,"[7, 38]"
330,"[7, 38]"
331,"[7, 38]"
332,"[7, 38]"
333,"[7, 38]"
334,"[7, 38]"
335,"[7, 38]"
336,"[7, 38]"
337,"[7, 38]"
338,"[7, 38]"
339,"[7, 38]"
340,"[7, 38]"
341,"[7, 38]"
342,"[7, 38]"
343,"[7, 38]"
344,"[7, 38]"
345,"[7, 38]"
346,"[7, 38]"
347,"[7, 38]"
348,"[7, 38]"
349,"[7, 38]"
350,"[7, 38]"
351,"[7, 38]"
352,"[7, 38]"
353,"[7, 38]"
354,"[7, 38]"
355,"[7, 38]"
356,"[7, 38]"
357,"[7, 38]"
358,"[7, 38]"
359,"[7, 38]"
360,"[7, 38]"
361,"[7, 38]"
362,"[7, 38]"
363,"[7, 38]"
364,"[7, 38]"
365,"[7, 38]"
366,"[7, 38]"
367,"[7, 38]"
368,"[7, 38]"
369,"[7, 38]"
370,"[7, 38]"
371,"[7, 38]"
372,"[7, 38]"
373,"[7, 38]"
374,"[7, 38]"
375,"[7, 38]"
376,"[7, 38]"
377,"[7, 38]"
378,"[7, 38]"
379,"[7, 38]"
380,"[7, 38]"
381,"[7, 38]"
382,"[7, 38]"
383,"[7, 38]"
384,"[7, 38]"
385,"[7, 38]"
386,"[7, 38]"
387,"[7, 38]"
388,"[7, 38]"
389,"[7, 38]"
390,"[7, 38]"
391,"[7, 38]"
392,"[7, 38]"
393,"[7, 38]"
394,"[7, 38]"
395,"[7, 38]"
396,"[7, 38]"
397,"[7, 38]"
398,"[7, 38]"
399,"[7, 38]"
400,"[7, 38]"
401,"[7, 38]"
402,"[7, 38]"
403,"[7, 38]"
404,"[7, 38]"
405,"[7, 38]"
406,"[7, 38]"
407,"[7, 38]"
408,"[7, 38]"
409,"[7, 38]"
410,"[7, 38]"
411,"[7, 38]"
412,"[7, 38]"
413,"[7, 38]"
414,"[7, 38]"
415,"[7, 38]"
416,"[7, 38]"
417,"[7, 38]"
418,"[7, 38]"
419,"[7, 38]"
420,"[7, 38]"
421,"[7, 38]"
422,"[7, 38]"
423,"[7, 38]"
424,"[7, 38]"
425,"[7, 38]"
426,"[7, 38]"
427,"[7, 38]"
428,"[7, 38]"
429,"[7, 38]"
430,"[7, 38]"
431,"[7, 38]"
432,"[7, 38]"
433,"[7, 38]"
434,"[7, 38]"
435,"[7, 38]"
436,"[7, 38]"
437,"[7, 38]"
438,"[7, 38]"
439,"[7, 38]"
440,"[7, 38]"
441,"[7, 38]"
442,"[7, 38]"
443,"[7, 38]"
444,"[7, 38]"
445,"[7, 38]"
446,"[7, 38]"
447,"[7, 38]"
448,"[7, 38]"
449,"[7, 38]"
450,"[7, 38]"
451,"[7, 38]"
452,"[7, 38]"
453,"[7, 38]"
454,"[7, 38]"
455,"[7, 38]"
456,"[7, 38]"
457,"[7, 38]"
458,"[7, 38]"
459,"[7, 38]"
460,"[7, 38]"
461,"[7, 38]"
462,"[7, 38]"
463,"[7, 38]"
464,"[7, 38]"
465,"[7, 38]"
466,"[7, 38]"
467,"[7, 38]"
468,"[7, 38]"
469,"[7, 38]"
470,"[7, 38]"
471,"[7, 38]"
472,"[7, 38]"
473,"[7, 38]"
474,"[7, 38]"
