user_id,item_id,score,timestamp
1,187,0,2019-07-05 17:20:11
1,823,1,2019-07-05 17:24:31
1,187,1,2019-07-05 17:25:02
1,1196,1,2019-07-05 17:25:50
1,1174,1,2019-07-05 17:26:17
1,761,1,2019-07-05 17:36:33
1,222,0,2019-07-05 17:38:19
1,1244,0,2019-07-05 17:40:32
1,846,1,2019-07-05 17:41:36
1,905,0,2019-07-05 17:44:04
1,1017,1,2019-07-05 17:53:55
1,1017,1,2019-07-05 17:53:59
1,567,1,2019-07-05 17:54:17
1,1077,1,2019-07-05 17:54:43
1,4896,0,2019-07-05 17:56:46
1,3936,0,2019-07-05 17:57:28
1,5097,1,2019-07-05 17:58:08
1,4757,1,2019-07-05 17:59:30
1,5827,0,2019-07-05 18:00:35
1,5827,0,2019-07-05 18:00:40
1,5827,1,2019-07-05 18:01:04
1,5109,1,2019-07-05 18:01:47
1,8362,1,2019-07-05 18:02:23
1,5447,1,2019-07-05 18:03:57
1,4726,1,2019-07-05 18:04:26
1,5613,0,2019-07-05 18:06:45
1,5613,1,2019-07-05 18:06:55
1,8333,1,2019-07-05 18:09:19
1,6094,1,2019-07-05 18:10:00
1,4561,1,2019-07-05 18:10:22
1,5140,0,2019-07-06 16:56:33
1,9119,1,2019-07-06 16:57:37
1,4494,0,2019-07-06 16:58:27
1,4494,1,2019-07-06 16:58:56
1,3566,0,2019-07-06 17:00:53
1,4906,1,2019-07-06 17:02:09
1,9053,0,2019-07-06 17:03:01
1,9053,0,2019-07-06 17:03:09
1,4345,0,2019-07-06 17:04:04
1,4345,1,2019-07-06 17:04:06
1,4345,0,2019-07-06 17:04:15
1,4046,1,2019-07-06 17:04:41
1,3460,1,2019-07-06 17:05:09
1,8024,0,2019-07-06 17:05:32
1,240,0,2019-07-06 17:10:44
1,508,0,2019-07-06 17:12:13
1,508,1,2019-07-06 17:12:15
1,770,1,2019-07-06 17:13:11
1,1148,0,2019-07-06 17:14:16
1,415,1,2019-07-06 17:15:12
1,256,1,2019-07-06 17:16:01
1,443,0,2019-07-06 17:16:44
1,443,0,2019-07-06 17:20:14
1,222,1,2019-07-06 17:20:41
1,986,1,2019-07-06 17:21:08
1,796,1,2019-07-06 17:21:29
1,4809,1,2019-07-06 21:42:41
1,4021,0,2019-07-06 21:43:10
1,3715,1,2019-07-06 21:43:57
1,10560,1,2019-07-06 21:44:32
1,5780,1,2019-07-06 21:45:02
1,4835,1,2019-07-06 21:46:35
1,5311,1,2019-07-06 21:46:56
1,8934,1,2019-07-06 21:47:33
1,4772,1,2019-07-06 21:48:18
1,5825,0,2019-07-06 21:48:59
1,5825,1,2019-07-06 21:49:09
1,7700,1,2019-07-06 21:49:49
1,7700,0,2019-07-06 21:50:11
1,7700,0,2019-07-06 21:50:19
1,7700,1,2019-07-06 21:50:28
1,8059,1,2019-07-06 21:53:44
1,8059,0,2019-07-06 21:53:49
1,8059,1,2019-07-06 21:54:05
1,5505,0,2019-07-06 21:54:56
1,5005,0,2019-07-06 21:55:16
1,5005,0,2019-07-06 21:55:26
1,5005,1,2019-07-06 21:55:29
1,8276,1,2019-07-06 21:55:49
1,187,1,2019-07-07 08:40:19
1,1098,1,2019-07-07 08:40:43
1,1098,0,2019-07-07 08:40:46
1,1016,0,2019-07-07 08:41:23
1,1016,1,2019-07-07 08:41:24
1,312,1,2019-07-07 08:44:54
1,312,0,2019-07-07 08:44:57
1,822,1,2019-07-07 08:46:02
1,859,1,2019-07-07 08:46:23
1,612,1,2019-07-07 08:50:02
1,1025,0,2019-07-07 08:53:59
1,4845,1,2019-07-07 08:55:19
1,4849,1,2019-07-07 08:56:16
1,3682,1,2019-07-07 08:56:58
1,3682,0,2019-07-07 08:57:08
1,3682,1,2019-07-07 08:57:11
1,3682,0,2019-07-07 08:57:19
1,3682,1,2019-07-07 08:57:34
