user_id,item_id,score
1,54,1
1,60,1
1,61,1
1,66,1
1,67,1
1,68,1
1,69,1
1,1006,1
1,872,1
1,660,1
1,1007,1
1,1008,1
1,1009,1
1,1010,1
1,1011,1
1,1012,1
1,1013,1
1,1014,1
1,1015,1
1,1016,1
1,30,0
1,32,1
1,33,1
1,1,1
1,2,1
1,8,1
1,9,1
1,11,0
1,16,1
1,12,1
1,13,1
1,17,1
1,18,1
1,4,1
1,20,1
1,35,1
1,37,1
1,47,1
2,1020,1
2,1021,1
2,1022,1
2,966,1
2,991,1
2,982,0
2,1023,1
2,1024,1
2,1025,1
2,1026,0
2,1027,1
2,984,1
2,1028,1
2,1029,1
2,971,1
2,1030,1
2,989,1
2,1031,1
2,1032,1
2,977,0
2,1033,1
2,1034,0
2,969,0
2,1035,1
2,1036,1
2,993,1
2,1037,1
2,990,0
2,1038,1
2,992,1
2,1002,0
2,1004,0
2,1039,1
2,999,0
2,1001,1
2,1040,1
2,1041,1
2,1042,1
2,1003,1
2,997,1
2,1043,1
2,1044,1
2,1045,1
2,1046,1
2,1047,1
3,296,1
3,297,1
3,298,1
3,299,1
3,300,1
3,163,1
3,301,1
3,302,1
3,303,0
3,304,1
3,305,1
3,306,1
3,307,1
3,308,1
4,637,1
4,651,1
4,710,1
4,627,1
4,625,1
4,85,1
4,639,1
4,642,1
4,631,1
4,1210,1
4,630,1
4,2160,1
4,81,1
4,1186,1
4,643,1
4,116,1
4,790,1
4,667,1
4,2161,1
4,740,1
4,1181,1
4,783,1
4,791,1
4,18,1
4,17,1
4,1613,1
4,742,1
4,880,1
4,814,1
4,720,1
4,91,1
4,801,1
4,108,1
4,717,1
4,800,1
4,1214,1
4,97,1
4,106,1
4,240,1
4,695,1
4,2128,1
4,724,1
4,665,1
4,664,1
4,881,1
4,93,1
4,688,1
4,827,1
4,685,1
4,671,1
4,693,1
4,807,1
5,896,1
5,721,1
5,898,1
5,876,1
5,2361,1
5,816,1
5,879,1
5,697,1
5,688,1
5,664,1
5,18,1
5,737,1
5,685,1
5,814,1
5,668,1
5,902,1
5,725,1
5,807,1
5,13,1
5,694,1
5,788,1
5,2161,1
5,720,1
5,1200,1
5,717,1
5,695,0
5,119,0
5,880,1
5,239,1
5,2362,1
5,742,1
5,800,1
5,749,1
5,2363,1
5,1214,1
5,790,1
5,793,1
5,693,1
5,797,1
5,779,1
5,126,0
5,1239,1
5,885,0
5,129,1
5,853,1
5,2364,0
5,887,1
5,715,1
5,1681,1
5,1746,1
5,1207,1
5,642,0
6,1182,0
6,636,0
6,86,1
6,88,1
6,60,0
6,1184,1
6,56,0
6,1608,1
6,84,1
6,81,1
6,632,1
6,67,1
6,625,1
6,638,1
6,231,1
6,1611,1
6,3,1
6,1236,0
6,796,1
6,784,1
6,723,1
6,120,1
6,107,1
6,101,1
6,89,1
6,12,1
6,673,1
6,808,1
6,1177,1
6,904,1
6,119,1
6,90,1
6,2128,0
6,94,1
6,781,1
6,797,1
6,1197,1
6,104,1
6,736,0
6,732,1
6,698,1
6,901,0
6,792,1
6,1222,1
6,112,0
6,20,1
6,108,1
6,122,1
6,105,1
6,794,1
6,2129,1
6,11,1
6,33,1
6,9,1
6,664,1
6,1193,0
6,853,1
6,854,0
6,1196,0
6,858,1
6,860,1
6,2382,0
6,2383,0
6,2384,0
6,2385,0
6,2386,0
6,2387,0
7,800,1
7,697,1
7,686,1
7,720,1
7,799,1
7,783,1
7,793,1
7,675,1
7,681,1
7,670,1
7,737,1
7,667,1
7,688,1
7,679,0
7,117,1
7,717,1
7,2363,1
7,791,1
7,1197,1
7,17,1
7,1216,1
7,108,1
7,106,1
7,2406,1
7,1616,1
7,816,1
7,880,0
7,664,1
7,1224,0
7,683,1
7,788,1
7,692,1
7,691,1
7,1680,0
7,1201,0
7,694,1
7,18,1
7,671,1
7,1229,1
7,1613,1
7,661,1
7,629,1
7,662,1
7,638,0
7,871,1
7,1681,1
7,2407,1
7,643,1
7,85,1
7,651,1
7,1210,1
7,710,1
8,320,1
8,60,1
8,2518,1
8,2519,1
8,2071,1
8,2073,1
8,2520,1
8,2521,1
8,2522,1
8,2523,1
8,2075,1
8,2524,1
8,2494,1
8,2525,1
8,2526,1
8,2527,1
8,2528,1
8,2529,1
8,2530,1
8,2531,1
8,2532,1
8,2533,1
8,2534,1
8,2535,1
8,2536,1
8,2537,1
8,2538,1
8,2539,1
8,2540,1
8,2541,1
8,2542,1
8,2543,1
8,2544,1
8,2545,1
8,2546,1
8,2547,1
8,2503,1
8,2083,1
8,2548,1
8,2549,1
8,2550,1
8,2551,1
8,2552,1
8,2553,1
8,2554,1
8,2555,1
8,2556,1
8,2557,1
8,2558,1
8,2559,1
8,2560,1
8,2561,1
8,2562,1
8,2563,1
8,2564,1
8,2565,1
8,2566,1
8,2567,1
8,2568,1
8,2569,1
9,627,1
9,709,0
9,661,1
9,658,1
9,657,1
9,651,1
9,1681,1
9,872,1
9,2919,1
9,628,1
9,636,0
9,1746,1
9,663,1
9,87,1
9,632,1
9,710,1
9,890,1
9,637,0
9,888,1
9,629,0
9,884,1
9,2920,1
9,882,0
9,851,1
9,2921,1
9,708,0
9,132,1
9,705,0
9,707,1
9,704,1
9,667,1
9,790,0
9,664,1
9,734,1
9,821,0
9,788,1
9,741,0
9,789,1
9,2922,0
9,3,1
9,683,0
9,827,1
9,797,1
9,104,0
9,690,1
9,875,1
9,1680,0
9,787,0
9,693,1
9,699,0
9,100,1
9,743,0
9,93,1
9,2362,0
9,801,0
9,779,1
9,897,0
9,692,1
9,799,1
9,119,1
9,671,1
9,2,1
9,96,1
9,833,1
9,688,1
9,106,1
9,685,0
9,18,1
9,811,1
9,6,1
9,687,1
9,878,0
9,1214,1
9,9,1
9,97,1
9,888,1
9,715,1
9,661,1
9,646,1
9,1207,1
9,86,1
9,629,1
9,887,1
9,627,1
9,709,0
9,659,1
9,711,1
9,662,1
9,81,1
9,889,1
9,2162,1
9,853,1
9,701,1
9,1238,0
9,1749,1
9,2923,1
9,707,1
9,861,1
9,760,1
9,893,1
9,1242,1
9,2924,0
9,134,0
9,708,1
9,706,1
9,1247,0
9,2161,1
9,1217,0
9,819,1
9,116,0
9,794,0
9,726,1
9,690,1
9,98,0
9,813,0
9,825,0
9,738,1
9,1888,0
9,113,1
9,897,0
9,789,1
9,745,0
9,695,0
9,688,1
9,902,1
9,782,1
9,724,0
9,694,1
10,641,1
10,637,1
10,712,1
10,84,1
10,68,1
10,86,1
10,83,1
10,716,1
10,635,1
10,66,1
10,633,1
10,627,1
10,231,0
10,78,1
10,1681,1
10,33,1
10,116,0
10,748,1
10,1218,1
10,3,1
10,793,1
10,1227,1
10,17,1
10,698,1
10,2128,0
10,20,1
10,1230,0
10,789,1
10,93,1
10,2129,1
10,736,1
10,1236,1
10,806,1
10,90,0
10,785,1
10,723,1
10,737,1
10,732,1
10,685,1
10,2359,1
10,1221,1
10,120,1
10,797,1
10,781,1
10,691,1
10,720,1
10,672,1
10,114,1
10,696,1
10,1179,0
10,778,1
10,110,0
10,12,0
10,16,1
10,109,1
10,854,1
10,859,0
10,702,1
10,757,1
10,703,0
10,1193,0
10,857,0
10,705,1
10,130,1
10,49,1
10,135,0
10,131,1
10,886,0
10,864,1
10,2360,0
10,1014,1
10,1764,1
10,3463,1
10,3464,1
10,3465,1
10,3475,0
11,864,1
11,865,1
11,861,1
11,134,1
11,705,1
11,862,1
11,135,1
11,863,1
11,763,1
11,766,1
11,132,1
11,764,1
11,886,1
11,46,1
11,47,0
11,48,0
11,49,1
11,50,0
11,2618,1
11,2356,0
11,1204,0
11,1205,0
11,1188,0
11,1245,1
11,2360,1
11,130,1
11,2131,1
11,1206,1
11,87,1
11,627,1
11,56,1
11,57,1
11,58,1
11,59,1
11,871,1
11,638,1
11,85,1
11,86,1
11,630,1
11,637,1
11,640,1
11,661,0
11,639,1
11,1681,1
11,642,1
11,60,1
11,61,1
11,67,1
11,68,1
11,231,1
11,1210,1
11,1186,1
11,232,1
11,635,1
11,82,1
11,631,1
11,632,1
11,633,1
11,634,1
11,1213,1
11,716,1
11,644,1
11,88,1
11,1610,1
11,78,1
11,2357,1
11,887,1
11,2583,1
11,645,1
11,2127,1
11,2004,0
11,2584,0
11,652,0
11,2585,0
11,2586,0
11,2587,0
11,2588,0
11,173,1
11,164,1
11,653,1
11,789,1
11,667,1
11,693,1
11,790,1
11,697,1
11,791,1
11,93,1
11,672,1
11,2358,1
11,1611,1
11,2355,1
11,723,1
11,115,1
11,782,1
11,797,1
11,108,1
11,798,1
11,799,1
11,91,1
11,800,1
11,801,1
11,802,1
11,691,1
11,111,1
11,119,1
11,733,1
11,732,1
11,688,1
11,778,1
11,779,1
11,670,1
11,33,1
11,807,1
11,107,1
11,105,1
11,109,1
11,685,1
11,784,0
11,668,1
11,793,1
11,794,1
11,97,1
11,114,1
11,795,1
11,796,1
11,1231,1
11,1233,0
11,1230,0
11,1232,0
11,101,1
11,96,1
11,805,1
11,806,1
11,736,1
11,100,1
11,1218,1
11,904,1
11,742,1
11,1220,1
11,1228,1
11,1223,1
11,112,0
11,1227,1
11,1219,0
11,1221,1
11,98,0
11,1224,1
11,1222,1
11,698,1
11,674,1
11,803,1
11,719,1
11,121,1
11,102,1
11,673,1
11,737,1
11,741,1
11,745,1
11,3,1
11,12,0
11,18,0
11,4,0
11,7,0
11,11,0
11,16,0
11,20,0
11,9,0
11,13,0
11,17,0
11,1225,0
11,1215,0
11,2,0
11,10,0
11,240,0
11,103,0
11,1177,0
11,1198,0
11,1197,0
11,1200,0
11,1199,0
11,239,0
11,1176,0
11,2589,0
11,2361,0
11,1614,0
11,2590,0
11,2406,0
11,783,0
11,748,0
11,750,0
11,122,0
11,781,0
11,903,0
11,117,0
11,900,0
11,2591,0
11,2592,0
11,720,0
11,808,0
11,809,0
11,810,0
11,811,0
11,905,0
11,902,0
11,89,0
11,2359,0
11,1613,0
11,907,0
11,2129,0
11,2593,0
11,2594,0
11,2595,0
11,2596,0
11,2597,0
11,831,0
11,832,0
11,2598,0
11,2599,0
11,830,0
11,2600,0
11,1748,0
11,2601,0
11,2602,0
11,2010,0
11,2603,0
11,839,0
11,2604,0
11,2605,0
11,836,0
11,840,0
11,842,0
11,2606,0
11,843,0
11,834,0
11,835,0
11,837,0
11,2607,0
11,2608,0
11,841,0
11,838,0
11,845,0
11,846,0
11,847,0
11,848,0
11,849,0
11,2609,0
11,2610,0
11,2611,0
11,875,0
11,2612,0
11,676,1
11,2011,1
11,2613,0
11,682,1
11,2614,0
11,2615,1
11,125,1
11,860,1
11,703,1
11,124,1
11,858,1
11,1196,1
11,1241,1
11,128,1
11,1195,1
11,754,1
11,755,1
11,753,1
11,752,1
11,856,1
11,882,0
11,126,1
11,850,1
11,851,1
11,129,1
11,852,1
11,702,1
11,1191,0
11,1682,1
11,2616,1
11,884,1
11,2617,1
11,1186,1
11,633,1
11,86,0
11,78,1
11,642,1
11,60,1
11,644,1
11,1210,1
11,68,1
11,82,1
11,797,1
11,674,1
11,685,0
11,2355,1
11,239,1
11,93,1
11,668,1
11,805,1
11,1227,1
11,1231,1
11,7,0
11,783,1
11,795,1
11,737,1
11,693,1
11,809,1
11,903,1
11,798,1
11,103,1
11,670,1
11,18,1
11,102,0
11,2359,1
11,742,1
11,1222,1
11,806,1
11,802,1
12,1043,0
12,957,1
12,960,0
12,1054,0
12,963,0
12,952,0
12,2877,1
12,965,1
12,964,0
12,1052,1
12,1049,1
12,1053,0
12,1334,0
12,962,0
12,1051,1
12,2878,1
12,977,0
12,1024,1
12,1026,0
12,3649,1
12,3650,0
12,993,0
12,3651,0
12,3652,1
12,3653,1
12,3654,1
12,1036,1
12,1029,1
12,982,1
12,3655,1
12,988,1
12,984,1
12,2890,1
12,967,1
12,3656,1
12,2885,1
12,3657,0
12,3658,0
12,1027,0
12,1021,1
12,3659,1
12,966,0
12,1030,0
12,2884,0
12,2882,0
13,54,1
13,60,1
13,61,1
13,64,1
13,66,1
13,67,1
13,68,1
13,69,1
13,70,1
13,3733,0
13,3734,1
13,3735,1
13,3736,1
13,3737,1
13,3738,0
13,2571,1
13,3739,1
13,3740,1
13,3741,0
13,3742,1
13,2700,1
13,2698,1
13,3743,1
13,3744,1
13,3745,1
13,3746,0
13,3747,0
13,34,1
13,35,1
13,37,1
13,39,1
13,40,1
13,42,1
13,2506,1
13,21,1
13,22,1
13,26,1
13,27,1
13,28,1
13,30,0
13,32,0
13,33,1
13,3691,1
13,3748,0
13,3749,1
13,3750,1
13,3751,1
13,3752,1
13,3753,1
13,3754,1
13,3755,1
13,3756,1
13,3695,1
13,3757,1
13,3758,1
13,3759,1
13,2541,1
13,3760,1
13,3698,1
13,3699,1
13,3761,1
13,3762,1
13,3763,1
13,2856,1
13,3764,0
13,3765,1
13,3766,1
13,3767,1
13,2536,1
13,3768,1
13,3769,1
13,3770,1
13,878,1
13,692,1
13,880,1
13,823,1
13,792,1
13,812,1
13,682,0
13,788,1
13,675,1
13,734,1
13,10,1
13,815,1
13,683,1
13,2926,0
13,669,1
13,693,1
13,93,1
13,7,0
13,667,1
13,11,1
13,801,1
13,791,1
13,673,1
13,684,1
13,811,1
13,678,0
13,725,1
13,877,1
13,681,1
13,794,1
13,2922,1
13,111,1
13,668,1
13,690,1
13,879,1
13,694,1
13,91,1
13,813,1
13,2,1
13,688,1
13,18,1
13,821,1
13,685,0
13,104,0
13,94,1
13,869,1
13,890,1
13,871,1
13,1206,1
13,1207,1
13,712,1
13,650,1
13,86,0
13,889,1
13,627,1
13,709,1
13,631,1
13,638,1
13,2919,1
13,870,1
13,628,1
13,85,1
13,87,1
13,633,1
13,872,0
13,2920,1
13,755,1
13,851,1
13,854,0
13,858,1
13,704,1
13,132,1
13,705,1
13,708,1
13,706,1
13,710,1
13,637,1
13,85,1
13,887,1
13,630,1
13,638,0
13,890,0
13,631,1
13,626,1
13,641,1
13,715,1
13,713,1
13,662,1
13,1746,0
13,3600,1
13,789,1
13,1222,1
13,880,1
13,797,1
13,748,1
13,671,1
13,907,0
13,749,1
13,93,1
13,696,1
13,1247,1
13,94,1
13,799,1
13,738,1
13,1890,1
13,804,0
13,1217,1
13,878,0
13,827,1
13,3592,1
13,722,1
13,113,1
13,782,1
13,673,1
13,894,0
14,1102,1
14,3820,1
14,3821,1
14,3822,1
14,3823,1
14,3388,1
14,137,1
14,3824,1
14,1100,1
14,3825,0
14,3826,1
14,3827,1
14,3828,1
14,1672,1
14,258,1
14,3829,1
14,3830,1
14,3831,1
14,3527,1
14,1674,1
14,3787,1
14,1675,1
14,1676,1
14,1677,1
14,1678,1
14,3832,1
14,261,1
14,1291,1
14,160,1
14,3833,1
14,147,1
14,3786,1
14,3788,0
14,3834,1
14,346,1
14,347,1
14,348,0
14,1622,1
14,1623,0
14,1624,0
14,3835,1
14,3836,0
14,3837,0
14,3838,1
14,3841,1
15,3453,1
15,3454,1
15,3455,1
15,159,1
15,3456,1
15,3457,1
15,3458,0
15,3459,1
15,1741,1
15,834,1
15,196,1
15,1273,1
15,1281,1
15,1265,1
15,3460,1
15,3461,1
16,4204,1
16,1813,1
16,2943,0
16,2947,0
16,1112,1
16,4205,1
16,4206,1
16,2963,1
16,2954,1
16,4207,0
16,1120,0
16,1131,1
16,1156,1
16,3827,0
16,4208,1
16,4209,0
16,1141,0
16,2966,0
16,4210,1
16,4013,1
16,3795,1
16,4211,0
16,4212,0
16,2968,1
16,1125,0
16,4147,0
16,4213,1
16,4214,1
17,82,1
17,647,0
17,649,1
17,633,1
17,625,1
17,643,1
17,639,1
17,628,1
17,629,1
17,651,0
17,627,1
17,639,1
17,636,1
17,82,1
17,628,1
17,648,1
17,165,0
17,629,1
17,631,1
17,645,0
17,85,1
17,630,1
17,626,0
17,649,1
17,2630,1
17,2629,0
17,732,1
17,2631,1
17,791,1
17,784,1
17,2633,1
17,689,1
17,824,1
17,790,1
17,2635,0
17,740,1
17,780,1
17,2632,1
17,667,1
17,683,1
17,698,1
17,673,1
17,804,1
17,794,1
17,745,1
17,119,0
17,808,1
17,779,0
17,748,1
17,691,1
17,781,1
17,778,1
17,2634,1
17,93,1
18,1538,1
18,465,1
18,1545,1
18,1337,1
18,1534,1
18,608,1
18,1434,0
18,1530,1
18,471,0
18,1335,0
18,445,1
18,556,1
18,487,1
18,388,1
18,1595,1
18,404,1
18,1509,1
18,559,1
18,389,1
18,396,0
18,497,1
18,1357,1
18,2054,1
18,488,1
18,2468,1
18,2868,1
18,514,1
18,1507,1
18,509,1
18,529,1
18,1359,1
18,400,1
18,536,1
18,383,1
18,413,1
18,485,1
18,1350,1
18,2053,0
18,1511,0
18,411,1
18,492,1
18,420,1
18,402,1
18,2415,1
18,386,1
18,2473,1
18,501,1
18,496,1
18,417,1
18,2412,0
18,2417,1
18,520,0
18,2426,1
18,409,1
18,2057,1
18,390,1
18,1594,1
18,385,1
18,429,1
18,558,0
18,601,0
18,1513,1
18,2061,0
18,596,1
18,1364,1
18,4330,0
18,2462,0
18,603,0
18,2870,1
18,1361,0
18,376,0
18,1370,0
18,1367,0
18,2457,0
18,372,1
18,371,1
18,2445,1
18,590,1
18,621,1
18,587,1
18,442,1
18,623,0
18,443,1
18,462,1
18,448,1
18,441,1
18,450,1
18,456,1
18,439,1
18,460,1
18,440,1
18,464,1
18,435,1
18,451,1
18,433,1
18,445,1
18,466,1
18,478,0
18,467,1
18,444,1
18,468,1
18,353,0
18,554,1
18,412,0
18,527,1
18,552,0
18,532,0
18,549,1
18,492,1
18,545,1
18,428,1
18,570,1
18,523,1
18,490,0
18,547,1
18,503,1
19,1380,1
19,1374,1
19,2259,1
19,2251,0
19,2243,1
19,1315,1
19,62,1
19,66,1
19,1578,1
19,2230,1
19,1384,1
19,2213,1
19,2239,1
19,2248,1
19,2226,1
19,33,1
19,2331,1
19,1422,1
19,2348,1
19,1394,1
19,1401,1
19,2264,1
19,2278,1
