user_id,item_id,score,timestamp
1,6556,1,1603128470.560000
1,1487,0,1603128491.737000
1,29454,0,1603301242.320000
1,28332,1,1603301355.837000
1,13630,1,1603301385.008000
1,17765,0,1603301577.108000
1,8796,1,1603301648.787000
1,24500,1,1603389558.730000
1,17958,1,1603389573.414000
1,12825,1,1603474975.497000
1,11553,1,1603811675.122000
1,12186,1,1603811686.876000
1,11553,1,1603819161.520000
1,12186,1,1603819172.579000
1,14343,1,1604342430.889000
1,1743,1,1604342457.082000
1,27079,1,1604342473.359000
1,1050,1,1604342511.885000
1,20673,1,1604342515.751000
1,8695,1,1604342537.805000
1,30881,1,1604342548.576000
1,16069,0,1604342560.983000
1,11634,0,1604342641.785000
1,29954,1,1604342670.704000
1,11911,1,1604342706.454000
1,25665,0,1604342729.126000
1,13367,1,1604514979.138000
1,9592,1,1604515168.318000
1,5475,0,1604602218.329000
1,18555,1,1604602251.556000
1,6972,0,1614883571.618000
1,18941,0,1614883694.502000
1,14704,1,1614883715.359000
1,10351,1,1614883726.753000
1,16391,1,1614883737.685000
1,14275,1,1614883789.066000
1,24917,0,1614967668.855000
1,9795,1,1614967684.380000
1,24038,1,1614967716.568000
1,30142,1,1614967721.495000
1,3218,1,1614967728.558000
1,28317,1,1614967734.261000
1,19226,1,1614967738.746000
1,1679,0,1614967755.484000
1,23929,1,1614967804.934000
1,25683,1,1615227212.621000
1,15138,1,1615227219.204000
1,11688,1,1615227229.312000
1,29805,1,1615227236.739000
1,5881,1,1615227243.191000
1,29602,1,1615227253.317000
1,18705,1,1615227259.008000
1,17251,1,1615227264.361000
1,24209,1,1615227402.822000
1,9526,1,1615315178.321000
1,29,0,1615402131.455000
1,14265,1,1615402142.658000
1,22669,0,1615402264.200000
1,1038,1,1615402271.968000
1,31169,0,1615402294.966000
1,24149,1,1615402308.801000
1,21727,1,1615487802.509000
1,11715,0,1615487817.296000
1,14973,1,1615488178.583000
2,5522,1,1605707217.019000
2,27545,1,1605707262.735000
2,22863,1,1605707329.056000
2,21856,1,1605707451.370000
2,20738,1,1605707505.607000
2,21351,1,1605707610.416000
2,21106,1,1605707662.190000
2,6489,1,1605707756.332000
2,28893,1,1605707963.999000
2,4060,1,1605708119.277000
2,25161,1,1605708201.938000
2,10960,1,1605708288.451000
2,29569,1,1605708417.566000
2,28493,1,1605708520.476000
2,28205,1,1605708539.147000
2,6134,1,1605708545.709000
2,26212,1,1605708556.767000
2,29333,1,1605708560.167000
2,19856,1,1605708566.663000
2,7169,1,1605708572.332000
2,27837,1,1605708598.353000
2,6758,1,1605708603.689000
2,9705,1,1605708655.754000
2,12559,1,1605708673.195000
2,23245,1,1605708679.449000
2,361,1,1605708700.570000
2,9612,1,1605708747.389000
2,12074,1,1605708761.975000
2,28146,1,1605811253.795000
2,275,1,1605811363.152000
2,13921,1,1605811433.146000
2,16084,0,1605811471.673000
2,20439,1,1605811542.571000
2,5503,1,1605811612.750000
2,20990,1,1605811651.466000
2,19668,0,1605811733.215000
2,28733,1,1605811870.002000
2,8676,1,1605811950.247000
2,16996,1,1605811966.915000
2,19363,1,1605812029.897000
2,410,1,1605884686.378000
2,21283,1,1605884705.353000
2,6775,1,1605884757.652000
2,21441,0,1605884777.135000
2,460,0,1605884841.577000
2,26502,0,1605884866.194000
2,10118,1,1605884928.143000
2,26211,1,1605897762.770000
2,27592,1,1605897780.128000
2,12099,1,1605897787.854000
2,28390,1,1605897822.855000
2,20957,1,1605897893.125000
2,7597,1,1605897914.410000
2,22489,1,1605897929.832000
2,23949,1,1605897947.447000
2,27608,1,1605897954.262000
2,9938,1,1605897996.732000
2,20793,1,1605898017.321000
2,20052,1,1605898099.750000
2,2408,1,1605898108.397000
2,26581,0,1605898136.765000
2,28051,0,1607625148.534000
2,17013,1,1607625246.456000
2,26377,1,1607625320.548000
2,25307,0,1607625351.964000
2,16665,1,1607625457.729000
2,21434,1,1607625544.947000
2,5265,0,1607625854.276000
2,13806,0,1607954772.571000
2,26670,1,1607954802.356000
2,28669,1,1607954819.204000
2,526,1,1607954831.310000
2,22700,1,1607954839.717000
2,13209,1,1607954872.964000
2,24348,1,1607954914.240000
2,1832,1,1607954957.247000
2,19766,1,1607955504.623000
2,20625,1,1607955557.519000
2,7152,1,1607955581.617000
2,3071,0,1607955625.728000
2,4834,1,1607955720.647000
2,25994,1,1607955777.404000
2,24747,0,1607955798.238000
2,7111,1,1607955952.841000
2,9423,1,1607955971.823000
2,3824,1,1608040501.628000
2,5551,0,1608040602.933000
2,21044,1,1608040650.858000
2,21832,1,1608040661.466000
2,4975,1,1608040729.985000
2,25815,1,1608040735.818000
2,12784,1,1608040742.983000
2,13395,1,1608040755.316000
2,4415,1,1608040760.601000
2,17800,1,1608040770.113000
2,9906,1,1608040918.080000
2,766,1,1608040982.009000
2,25445,1,1609870940.418000
2,22816,1,1609871028.667000
2,15851,1,1609871166.581000
2,29564,1,1609871241.639000
2,23114,1,1609871412.933000
2,20374,1,1609871482.801000
2,20607,1,1610041974.676000
2,7130,1,1610042009.168000
2,15185,1,1610042050.840000
2,4208,0,1610042080.037000
2,28304,1,1610042235.164000
2,4967,1,1610129802.321000
2,5656,1,1610129876.547000
2,11767,1,1610129938.642000
2,12378,1,1610129964.987000
2,30937,1,1610130194.125000
2,25650,0,1610475351.462000
2,26158,0,1610475392.838000
2,12061,0,1610475405.035000
2,14246,1,1610475452.905000
2,23444,1,1610475469.820000
2,4461,1,1610475476.885000
2,22167,1,1610475517.724000
2,3387,1,1610475522.856000
2,16437,0,1610475528.727000
2,9848,1,1610475547.691000
2,21102,1,1610475554.531000
2,17631,1,1610475559.365000
2,26841,1,1610475572.425000
2,24150,1,1610475576.192000
2,4261,1,1610475581.200000
2,1381,1,1610475589.251000
2,4618,0,1610475594.889000
2,18117,1,1610475607.980000
2,8854,1,1610475621.706000
2,29055,1,1610475643.901000
