item_id,knowledge_code
1,[2]
2,[2]
3,[2]
4,[32]
5,[10]
6,[2]
7,[2]
8,[13]
9,[10]
10,[13]
11,[16]
12,[2]
13,[22]
14,[14]
15,[3]
16,[13]
17,[13]
18,[13]
19,[16]
20,[16]
21,[2]
22,[3]
23,[3]
24,[16]
25,[16]
26,[3]
27,[40]
28,[3]
29,[3]
30,[3]
31,[3]
32,[16]
33,[19]
34,[3]
35,[16]
36,[32]
37,[32]
38,[32]
39,[21]
40,[21]
41,[21]
42,[21]
43,[37]
44,[29]
45,[37]
46,[9]
47,[6]
48,[29]
49,[37]
50,[37]
51,[25]
52,[3]
53,[3]
54,[32]
55,[32]
56,[14]
57,[14]
58,[14]
59,[13]
60,[9]
61,[6]
62,[6]
63,[6]
64,[9]
65,[5]
66,[6]
67,[6]
68,[6]
69,[31]
70,[31]
71,[5]
72,[5]
73,[5]
74,[5]
75,[5]
76,[5]
77,[30]
78,[20]
79,[30]
80,[30]
81,[30]
82,[19]
83,[3]
84,[19]
85,[33]
86,[36]
87,[27]
88,[27]
89,[27]
90,[37]
91,[11]
92,[31]
93,[23]
94,[23]
95,[5]
96,[33]
97,[27]
98,[31]
99,[8]
100,[20]
101,[5]
102,[9]
103,[22]
104,[32]
105,[32]
106,[32]
107,[22]
108,[22]
109,[26]
110,[33]
111,[2]
112,[16]
113,[16]
114,[16]
115,[19]
116,[3]
117,[3]
118,[29]
119,[29]
120,[26]
121,[26]
122,[26]
123,[16]
124,[15]
125,[32]
126,[14]
127,[25]
128,[25]
129,[25]
130,[18]
131,[18]
132,[5]
133,[11]
134,[21]
135,[29]
136,[11]
137,[11]
138,[4]
139,[18]
140,[17]
141,[17]
142,[16]
143,[16]
144,[28]
145,[16]
146,[16]
147,[28]
148,[32]
149,[32]
150,[7]
151,[21]
152,[21]
153,[3]
154,[3]
155,[3]
156,[3]
157,[3]
158,[3]
159,[23]
160,[23]
161,[33]
162,[33]
163,[34]
164,[14]
165,[35]
166,[13]
167,[13]
168,[13]
169,[13]
170,[13]
171,[4]
172,[2]
173,[38]
174,[16]
175,[23]
176,[8]
177,[8]
178,[4]
