user_id,item_id,score,timestamp
1,427,0,2014-06-26 01:15:50.852920
1,427,0,2014-06-26 01:16:15.514520
1,427,0,2014-06-26 01:16:25.661390
1,427,1,2014-06-26 01:16:39.453300
1,427,1,2014-06-26 01:16:44.908590
1,427,1,2014-06-26 01:16:50.976900
1,427,1,2014-06-26 01:16:54.694460
1,427,1,2014-06-26 01:17:00.008170
1,427,1,2014-06-26 01:17:15.053430
1,427,1,2014-06-26 01:17:19.134610
1,427,1,2014-06-26 01:17:22.597390
1,427,1,2014-06-26 01:17:27.638570
1,427,1,2014-06-26 01:17:30.766960
1,427,1,2014-06-26 01:17:35.774290
1,427,1,2014-06-26 01:17:39.305550
1,427,1,2014-06-26 01:17:44.235210
1,427,1,2014-06-26 01:17:55.838950
1,427,1,2014-06-26 01:17:59.353120
1,427,1,2014-06-26 01:18:02.865590
1,427,1,2014-06-26 01:18:07.749140
1,427,1,2014-06-26 01:18:10.677880
1,427,1,2014-06-26 01:18:16.749800
1,427,0,2014-06-26 01:18:19.571450
1,427,1,2014-06-26 01:18:26.658000
1,389,1,2014-06-26 01:20:00.919980
1,389,1,2014-06-26 01:20:05.688150
1,389,1,2014-06-26 01:20:13.237160
1,389,1,2014-06-26 01:20:14.512980
1,389,1,2014-06-26 01:20:24.942860
1,389,1,2014-06-26 01:20:29.303780
1,389,1,2014-06-26 01:20:31.763160
1,390,1,2014-06-26 01:20:35.275070
1,390,1,2014-06-26 01:20:38.649770
1,390,1,2014-06-26 01:20:49.892060
1,390,1,2014-06-26 01:20:52.582470
1,390,1,2014-06-26 01:20:56.231670
1,390,1,2014-06-26 01:21:05.773830
1,205,1,2014-06-26 01:21:14.900890
1,391,1,2014-06-26 01:21:19.761360
1,205,1,2014-06-26 01:21:22.853920
1,391,1,2014-06-26 01:21:25.941960
1,205,1,2014-06-26 01:21:36.056660
1,391,1,2014-06-26 01:21:39.783460
1,205,1,2014-06-26 01:21:42.792030
1,391,0,2014-06-26 01:21:47.684310
1,205,1,2014-06-26 01:21:55.693620
1,391,1,2014-06-26 01:21:58.474910
1,391,1,2014-06-26 01:22:01.431560
1,205,1,2014-06-26 01:22:06.846550
1,391,1,2014-06-26 01:22:27.803260
1,391,1,2014-06-26 01:22:31.178580
1,391,1,2014-06-26 01:22:40.800250
1,391,1,2014-06-26 01:22:44.484490
1,391,1,2014-06-26 01:22:50.028780
1,391,1,2014-06-26 01:22:54.220700
1,391,1,2014-06-26 01:23:01.588130
1,391,1,2014-06-26 01:23:06.173550
1,555,0,2014-06-26 01:23:48.273170
1,28,1,2014-06-26 01:24:20.033000
1,555,1,2014-06-26 01:24:29.543350
1,28,1,2014-06-26 01:24:33.930800
1,555,0,2014-06-26 01:24:44.172140
1,28,1,2014-06-26 01:24:57.472940
1,555,1,2014-06-26 01:25:00.461410
1,28,1,2014-06-26 01:25:03.971260
1,555,1,2014-06-26 01:25:15.588620
1,28,1,2014-06-26 01:25:18.339060
1,642,0,2014-06-26 01:26:23.216190
1,642,1,2014-06-26 01:26:37.608380
1,642,1,2014-06-26 01:26:43.968390
1,642,0,2014-06-26 01:26:50.491430
1,642,1,2014-06-26 01:27:12.461370
1,642,1,2014-06-26 01:27:18.443700
1,642,1,2014-06-26 01:27:26.522930
1,642,1,2014-06-26 01:27:32.018420
1,642,1,2014-06-26 01:27:43.593170
1,642,1,2014-06-26 01:27:47.770940
1,642,1,2014-06-26 01:27:57.421300
1,642,1,2014-06-26 01:28:02.773860
1,642,1,2014-06-26 01:28:07.913380
1,642,1,2014-06-26 01:28:12.272640
1,642,1,2014-06-26 01:28:17.563860
1,642,1,2014-06-26 01:28:22.999530
1,169,0,2014-06-26 01:30:16.872430
1,186,0,2014-06-26 01:30:28.561210
1,169,0,2014-06-26 01:31:05.071360
1,186,0,2014-06-26 01:31:17.967630
1,169,1,2014-06-26 01:31:31.250750
1,186,0,2014-06-26 01:31:34.601430
1,169,1,2014-06-26 01:31:47.257630
1,186,0,2014-06-26 01:31:49.258700
1,427,1,2014-07-11 02:39:49.117160
1,28,1,2014-07-11 02:39:53.569140
1,620,1,2014-07-11 02:39:58.396250
1,28,1,2014-07-11 02:40:02.723520
1,620,1,2014-07-11 02:40:05.228660
1,555,1,2014-07-11 02:40:13.796040
1,555,1,2014-07-11 02:40:31.189430
1,620,1,2014-07-11 02:40:33.766790
1,555,1,2014-07-11 02:40:37.225450
1,620,1,2014-07-11 02:40:39.983140
1,555,1,2014-07-11 02:40:45.484090
1,620,1,2014-07-11 02:40:48.088120
1,555,1,2014-07-11 02:40:53.198720
1,621,1,2014-07-11 02:41:04.921700
1,555,1,2014-07-11 02:41:22.508010
1,555,1,2014-07-11 02:41:27.867430
1,555,1,2014-07-11 02:41:36.072660
1,555,1,2014-07-11 02:41:41.486720
1,555,1,2014-07-11 02:41:45.506970
1,555,1,2014-07-11 02:41:51.487470
1,555,1,2014-07-11 02:41:58.898250
1,555,1,2014-07-11 02:42:02.275460
1,621,1,2014-07-11 02:42:23.441730
1,621,1,2014-07-11 02:42:28.423540
1,621,1,2014-07-11 02:42:31.195620
1,621,1,2014-07-11 02:42:35.574580
1,621,1,2014-07-11 02:42:39.636650
1,621,1,2014-07-11 02:42:43.509660
1,621,1,2014-07-11 02:42:47.201940
1,621,1,2014-07-11 02:42:51.497420
1,29,1,2014-07-11 02:43:16.955880
1,622,0,2014-07-11 02:43:26.025270
1,29,1,2014-07-11 02:43:40.073770
1,622,1,2014-07-11 02:43:47.992330
1,622,1,2014-07-11 02:43:54.833250
1,29,1,2014-07-11 02:43:59.607740
1,622,1,2014-07-11 02:44:03.417220
1,622,1,2014-07-11 02:44:21.239570
1,622,1,2014-07-11 02:44:36.788390
1,29,1,2014-07-11 02:44:42.310550
1,622,1,2014-07-11 02:44:46.816720
1,29,1,2014-07-11 02:52:31.148390
1,29,1,2014-07-11 02:52:40.522490
1,622,1,2014-07-11 02:52:45.854690
1,83,0,2014-07-11 02:52:58.357990
1,31,1,2014-07-11 02:53:35.623860
1,622,1,2014-07-11 02:53:48.854100
1,622,1,2014-07-11 02:53:52.306730
1,622,1,2014-07-11 02:53:57.791790
1,622,0,2014-07-11 02:54:04.691510
1,622,1,2014-07-11 02:54:19.562690
1,622,1,2014-07-11 02:54:22.699810
1,622,1,2014-07-11 02:54:28.423710
1,622,1,2014-07-11 02:54:32.803730
1,718,0,2014-07-11 02:55:27.420130
1,718,0,2014-07-11 02:56:09.362930
1,718,1,2014-07-11 02:56:28.792260
1,718,0,2014-07-11 02:56:34.091140
1,718,0,2014-07-11 02:56:45.450580
1,718,1,2014-07-11 02:57:02.642670
1,718,0,2014-07-11 02:57:13.512350
1,718,0,2014-07-11 02:57:27.434890
1,718,1,2014-07-11 02:57:47.163890
1,718,1,2014-07-11 02:57:59.316120
1,718,0,2014-07-11 02:58:10.184850
1,718,0,2014-07-11 02:58:41.230260
1,718,1,2014-07-11 02:58:55.378820
1,718,1,2014-07-11 02:59:05.044030
1,718,0,2014-07-11 02:59:15.934090
1,718,1,2014-07-11 02:59:25.935830
1,718,1,2014-07-11 02:59:48.798350
1,718,1,2014-07-11 02:59:58.020230
1,718,1,2014-07-11 03:00:03.624780
1,718,1,2014-07-11 03:00:42.807650
1,718,1,2014-07-11 03:00:47.688790
1,718,1,2014-07-11 03:00:54.937020
1,718,1,2014-07-11 03:01:00.701000
1,718,1,2014-07-11 03:01:06.486660
1,718,1,2014-07-11 03:01:29.583320
1,718,0,2014-07-11 03:01:42.300360
1,718,1,2014-07-11 03:01:57.040870
1,718,1,2014-07-11 03:02:03.183280
1,718,1,2014-07-11 03:02:07.094790
1,718,1,2014-07-11 03:02:12.301420
1,718,1,2014-07-11 03:02:16.216510
1,718,1,2014-07-11 03:02:22.607430
1,544,0,2014-07-11 03:02:48.106450
1,544,1,2014-07-11 03:03:17.326340
1,544,1,2014-07-11 03:03:32.856670
1,544,1,2014-07-11 03:03:41.168720
1,544,1,2014-07-11 03:03:46.835960
1,544,1,2014-07-11 03:03:54.951020
1,544,1,2014-07-11 03:04:03.011610
2,642,1,2014-09-19 14:59:15.927320
2,642,1,2014-09-19 14:59:21.642970
2,642,1,2014-09-19 14:59:27.897390
2,642,1,2014-09-19 14:59:33.590170
2,642,0,2014-09-19 14:59:41.038720
3,639,1,2014-02-19 06:15:11.477410
3,555,1,2014-02-19 06:52:52.714190
3,555,1,2014-02-19 06:52:58.834710
3,555,1,2014-02-19 06:53:10.136240
3,555,1,2014-02-19 06:53:22.478000
3,555,1,2014-02-19 06:53:27.136050
3,555,1,2014-02-19 06:53:34.685600
3,555,1,2014-02-19 06:53:41.526100
3,555,1,2014-02-19 06:53:45.827230
3,427,1,2014-02-19 06:54:52.104670
3,28,1,2014-02-19 06:54:56.531700
3,427,1,2014-02-19 06:55:01.929230
3,28,1,2014-02-19 06:55:04.813870
3,427,1,2014-02-19 06:55:14.291880
4,158,1,2014-11-18 02:52:03.780620
4,427,1,2014-11-18 02:52:21.799960
4,28,1,2014-11-18 02:52:34.903660
4,427,1,2014-11-18 02:52:45.026650
4,28,1,2014-11-18 02:52:59.192850
4,23,1,2014-11-18 02:54:43.572460
4,23,1,2014-11-18 02:55:13.393870
4,52,0,2014-11-18 02:56:54.156850
4,642,1,2014-11-18 02:59:39.670760
4,642,1,2014-11-18 02:59:47.813570
4,642,1,2014-11-18 02:59:54.360650
4,642,1,2014-11-18 03:00:06.801810
4,642,1,2014-11-18 03:00:15.725450
4,642,1,2014-11-18 03:00:23.656650
4,641,1,2014-11-18 03:00:45.026360
4,641,0,2014-11-18 03:00:58.858240
4,169,1,2014-11-18 03:01:58.320460
4,314,1,2014-11-18 03:02:27.471750
4,186,1,2014-11-18 03:02:42.011530
4,314,1,2014-11-18 03:03:15.616100
4,186,1,2014-11-18 03:04:04.415830
4,410,1,2014-11-18 03:04:44.367810
4,410,1,2014-11-18 03:05:07.285310
4,323,1,2014-11-18 03:05:31.583770
4,389,1,2014-11-18 03:07:47.160520
4,33,0,2014-11-18 03:09:08.297180
4,553,1,2014-11-18 03:10:24.965420
4,33,1,2014-11-18 03:10:53.914550
4,553,1,2014-11-18 03:11:12.968050
4,389,1,2014-11-18 03:11:20.387360
4,33,1,2014-11-18 03:11:44.064510
4,389,1,2014-11-18 03:11:47.640910
4,243,0,2014-11-18 03:12:12.802710
4,389,1,2014-11-25 02:44:05.170070
4,389,1,2014-11-25 02:44:09.197570
4,389,0,2014-11-25 02:44:12.660390
4,389,1,2014-11-25 02:44:22.057410
4,389,1,2014-11-25 02:44:24.276130
4,389,1,2014-11-25 02:44:26.993470
4,389,1,2014-11-25 02:44:30.497310
4,389,1,2014-11-25 02:44:32.720540
4,427,1,2014-11-25 02:45:19.305700
4,427,1,2014-11-25 02:45:30.195590
4,427,1,2014-11-25 02:45:33.294730
4,427,1,2014-11-25 02:45:36.495430
4,427,1,2014-11-25 02:45:41.172420
4,427,1,2014-11-25 02:45:46.383510
4,427,1,2014-11-25 02:45:55.786770
4,427,1,2014-11-25 02:46:00.655040
4,314,1,2014-11-25 02:47:03.065260
4,314,1,2014-11-25 02:47:33.817540
4,314,1,2014-11-25 02:47:42.818640
4,314,1,2014-11-25 02:48:07.551880
